name: 0d1c574f-032d-4844-9536-cdb7f8ddec3a num_items: 100
token, class_id, token_value, token_tf, token_df
сечь, @default_class, 8.280202018795535e-05, 1.0, 1.0
испанский, @default_class, 8.280202018795535e-05, 1.0, 1.0
диск, @default_class, 8.280202018795535e-05, 1.0, 1.0
подписываться, @default_class, 8.280202018795535e-05, 1.0, 1.0
обеспеченность, @default_class, 8.280202018795535e-05, 1.0, 1.0
агентство, @default_class, 0.0012420302955433726, 15.0, 12.0
трансляция, @default_class, 8.280202018795535e-05, 1.0, 1.0
подорожать, @default_class, 0.0001656040403759107, 2.0, 2.0
пассажиропоток, @default_class, 8.280202018795535e-05, 1.0, 1.0
столяр, @default_class, 8.280202018795535e-05, 1.0, 1.0
таллин, @default_class, 0.00041401010821573436, 5.0, 2.0
поздно, @default_class, 0.0010764262406155467, 13.0, 12.0
рождаться, @default_class, 8.280202018795535e-05, 1.0, 1.0
грузинский, @default_class, 0.0005796141340397298, 7.0, 1.0
помпео, @default_class, 8.280202018795535e-05, 1.0, 1.0
одобрять, @default_class, 0.0001656040403759107, 2.0, 2.0
давутоглу, @default_class, 0.0001656040403759107, 2.0, 1.0
бислан, @default_class, 8.280202018795535e-05, 1.0, 1.0
процент, @default_class, 0.0019872484263032675, 24.0, 11.0
мероприятие, @default_class, 0.00024840605328790843, 3.0, 2.0
житель, @default_class, 0.0018216444877907634, 22.0, 13.0
доллар, @default_class, 0.0024840605910867453, 30.0, 13.0
снабжение, @default_class, 8.280202018795535e-05, 1.0, 1.0
аббас, @default_class, 8.280202018795535e-05, 1.0, 1.0
жить, @default_class, 0.0004968121065758169, 6.0, 5.0
сделать, @default_class, 0.0009108222438953817, 11.0, 10.0
стратегический, @default_class, 0.0001656040403759107, 2.0, 2.0
скоро, @default_class, 0.00024840605328790843, 3.0, 2.0
поступать, @default_class, 0.00041401010821573436, 5.0, 5.0
состояние, @default_class, 0.0004968121065758169, 6.0, 6.0
киев, @default_class, 0.00041401010821573436, 5.0, 3.0
утро, @default_class, 0.0001656040403759107, 2.0, 2.0
глобальный, @default_class, 0.0001656040403759107, 2.0, 2.0
комментировать, @default_class, 0.00024840605328790843, 3.0, 3.0
валюта, @default_class, 0.00024840605328790843, 3.0, 2.0
выигрывать, @default_class, 0.0001656040403759107, 2.0, 2.0
поздравительный, @default_class, 0.0001656040403759107, 2.0, 2.0
столица, @default_class, 0.0011592282680794597, 14.0, 12.0
ответственность, @default_class, 0.0005796141340397298, 7.0, 6.0
вслед, @default_class, 0.0001656040403759107, 2.0, 1.0
госсекретарь, @default_class, 8.280202018795535e-05, 1.0, 1.0
взламывать, @default_class, 0.0001656040403759107, 2.0, 2.0
инвест, @default_class, 8.280202018795535e-05, 1.0, 1.0
креативный, @default_class, 8.280202018795535e-05, 1.0, 1.0
издатель, @default_class, 0.0001656040403759107, 2.0, 2.0
место, @default_class, 0.0025668626185506582, 31.0, 21.0
барбекю, @default_class, 8.280202018795535e-05, 1.0, 1.0
победа, @default_class, 0.0004968121065758169, 6.0, 3.0
крым, @default_class, 0.00024840605328790843, 3.0, 3.0
действие, @default_class, 0.0009936242131516337, 12.0, 11.0
кредитный, @default_class, 8.280202018795535e-05, 1.0, 1.0
подозревать, @default_class, 0.0001656040403759107, 2.0, 2.0
валентина, @default_class, 8.280202018795535e-05, 1.0, 1.0
пруд, @default_class, 8.280202018795535e-05, 1.0, 1.0
проблема, @default_class, 0.0008280202164314687, 10.0, 9.0
angeles, @default_class, 0.0001656040403759107, 2.0, 1.0
направление, @default_class, 8.280202018795535e-05, 1.0, 1.0
самостоятельно, @default_class, 0.0001656040403759107, 2.0, 2.0
сирийский, @default_class, 0.0001656040403759107, 2.0, 2.0
убитый, @default_class, 8.280202018795535e-05, 1.0, 1.0
заклеивать, @default_class, 8.280202018795535e-05, 1.0, 1.0
участок, @default_class, 0.00024840605328790843, 3.0, 3.0
снимать, @default_class, 0.0009108222438953817, 11.0, 8.0
беременный, @default_class, 8.280202018795535e-05, 1.0, 1.0
требовать, @default_class, 0.0004968121065758169, 6.0, 4.0
окрестность, @default_class, 8.280202018795535e-05, 1.0, 1.0
замечательный, @default_class, 0.0001656040403759107, 2.0, 2.0
зарисовка, @default_class, 8.280202018795535e-05, 1.0, 1.0
возмущенный, @default_class, 8.280202018795535e-05, 1.0, 1.0
интернет, @default_class, 0.0004968121065758169, 6.0, 5.0
семь, @default_class, 8.280202018795535e-05, 1.0, 1.0
использовать, @default_class, 0.0009936242131516337, 12.0, 9.0
поставщик, @default_class, 8.280202018795535e-05, 1.0, 1.0
энди, @default_class, 0.0001656040403759107, 2.0, 1.0
патент, @default_class, 0.0005796141340397298, 7.0, 2.0
примерно, @default_class, 0.00041401010821573436, 5.0, 5.0
обширный, @default_class, 0.0001656040403759107, 2.0, 2.0
кевин, @default_class, 8.280202018795535e-05, 1.0, 1.0
трудный, @default_class, 8.280202018795535e-05, 1.0, 1.0
море, @default_class, 0.0003312080807518214, 4.0, 3.0
роберт, @default_class, 8.280202018795535e-05, 1.0, 1.0
вызывать, @default_class, 0.0006624161615036428, 8.0, 8.0
устранять, @default_class, 0.0001656040403759107, 2.0, 1.0
моряк, @default_class, 0.00024840605328790843, 3.0, 2.0
компьютерный, @default_class, 0.0001656040403759107, 2.0, 2.0
самовыдвиженец, @default_class, 8.280202018795535e-05, 1.0, 1.0
нарушение, @default_class, 0.0007452181889675558, 9.0, 6.0
сурс, @default_class, 8.280202018795535e-05, 1.0, 1.0
поражать, @default_class, 8.280202018795535e-05, 1.0, 1.0
миллиардер, @default_class, 0.0003312080807518214, 4.0, 2.0
сходить, @default_class, 8.280202018795535e-05, 1.0, 1.0
квартира, @default_class, 0.0006624161615036428, 8.0, 6.0
счастие, @default_class, 8.280202018795535e-05, 1.0, 1.0
минимальный, @default_class, 0.00024840605328790843, 3.0, 2.0
обыгрывать, @default_class, 0.0001656040403759107, 2.0, 2.0
пройти, @default_class, 0.0003312080807518214, 4.0, 4.0
представлять, @default_class, 0.0012420302955433726, 15.0, 12.0
намерен, @default_class, 0.0004968121065758169, 6.0, 4.0
блогер, @default_class, 0.0001656040403759107, 2.0, 1.0
ноутбук, @default_class, 0.0001656040403759107, 2.0, 1.0
коллегия, @default_class, 8.280202018795535e-05, 1.0, 1.0
начинать, @default_class, 0.0017388424603268504, 21.0, 19.0
дорогостоящий, @default_class, 8.280202018795535e-05, 1.0, 1.0
организовывать, @default_class, 0.0004968121065758169, 6.0, 4.0
футбольный, @default_class, 0.00041401010821573436, 5.0, 5.0
александр, @default_class, 0.0007452181889675558, 9.0, 8.0
инвестирование, @default_class, 8.280202018795535e-05, 1.0, 1.0
отмечать, @default_class, 0.0023184565361589193, 28.0, 28.0
персональный, @default_class, 8.280202018795535e-05, 1.0, 1.0
сибирский, @default_class, 0.00024840605328790843, 3.0, 2.0
сотрудничать, @default_class, 8.280202018795535e-05, 1.0, 1.0
умаров, @default_class, 8.280202018795535e-05, 1.0, 1.0
юрий, @default_class, 0.0003312080807518214, 4.0, 4.0
повседневный, @default_class, 0.0001656040403759107, 2.0, 2.0
категория, @default_class, 0.0001656040403759107, 2.0, 2.0
ведомость, @default_class, 0.0005796141340397298, 7.0, 3.0
марк, @default_class, 0.0001656040403759107, 2.0, 2.0
будущий, @default_class, 8.280202018795535e-05, 1.0, 1.0
севна, @default_class, 8.280202018795535e-05, 1.0, 1.0
польза, @default_class, 0.0003312080807518214, 4.0, 4.0
вмешательство, @default_class, 0.0001656040403759107, 2.0, 1.0
подозреваемый, @default_class, 0.0001656040403759107, 2.0, 1.0
оставление, @default_class, 8.280202018795535e-05, 1.0, 1.0
матч, @default_class, 0.0014076343504711986, 17.0, 8.0
абхазия, @default_class, 0.00041401010821573436, 5.0, 1.0
статус, @default_class, 0.0003312080807518214, 4.0, 4.0
марка, @default_class, 0.0001656040403759107, 2.0, 2.0
арсенал, @default_class, 8.280202018795535e-05, 1.0, 1.0
тема, @default_class, 0.00024840605328790843, 3.0, 3.0
нидо, @default_class, 8.280202018795535e-05, 1.0, 1.0
следить, @default_class, 8.280202018795535e-05, 1.0, 1.0
вывозиться, @default_class, 8.280202018795535e-05, 1.0, 1.0
похищать, @default_class, 8.280202018795535e-05, 1.0, 1.0
подавлять, @default_class, 8.280202018795535e-05, 1.0, 1.0
единомышленник, @default_class, 8.280202018795535e-05, 1.0, 1.0
складываться, @default_class, 8.280202018795535e-05, 1.0, 1.0
jacklin, @default_class, 8.280202018795535e-05, 1.0, 1.0
имиджевой, @default_class, 0.0001656040403759107, 2.0, 1.0
аппарат, @default_class, 0.00024840605328790843, 3.0, 2.0
бросок, @default_class, 8.280202018795535e-05, 1.0, 1.0
социальный, @default_class, 8.280202018795535e-05, 1.0, 1.0
удар, @default_class, 0.0006624161615036428, 8.0, 3.0
мировой, @default_class, 0.0004968121065758169, 6.0, 5.0
хотеть, @default_class, 0.0007452181889675558, 9.0, 8.0
имидж, @default_class, 8.280202018795535e-05, 1.0, 1.0
третий, @default_class, 0.0005796141340397298, 7.0, 6.0
ждать, @default_class, 0.0001656040403759107, 2.0, 2.0
nast, @default_class, 8.280202018795535e-05, 1.0, 1.0
добавлять, @default_class, 0.0005796141340397298, 7.0, 5.0
называть, @default_class, 0.0009108222438953817, 11.0, 11.0
антон, @default_class, 0.0003312080807518214, 4.0, 4.0
аналогия, @default_class, 8.280202018795535e-05, 1.0, 1.0
спасательный, @default_class, 8.280202018795535e-05, 1.0, 1.0
доставаться, @default_class, 8.280202018795535e-05, 1.0, 1.0
арбитражный, @default_class, 0.0001656040403759107, 2.0, 1.0
стаж, @default_class, 8.280202018795535e-05, 1.0, 1.0
утрехт, @default_class, 8.280202018795535e-05, 1.0, 1.0
отель, @default_class, 0.0003312080807518214, 4.0, 2.0
аннулировать, @default_class, 8.280202018795535e-05, 1.0, 1.0
председатель, @default_class, 0.0005796141340397298, 7.0, 4.0
перезагрузиться, @default_class, 8.280202018795535e-05, 1.0, 1.0
вгтрк, @default_class, 0.0005796141340397298, 7.0, 2.0
решительный, @default_class, 8.280202018795535e-05, 1.0, 1.0
планировать, @default_class, 0.0004968121065758169, 6.0, 5.0
поймать, @default_class, 0.00024840605328790843, 3.0, 3.0
рассматривать, @default_class, 0.0001656040403759107, 2.0, 2.0
рубашка, @default_class, 8.280202018795535e-05, 1.0, 1.0
генеральный, @default_class, 0.0001656040403759107, 2.0, 2.0
честь, @default_class, 8.280202018795535e-05, 1.0, 1.0
бригада, @default_class, 8.280202018795535e-05, 1.0, 1.0
подчеркивать, @default_class, 0.0006624161615036428, 8.0, 6.0
должное, @default_class, 8.280202018795535e-05, 1.0, 1.0
источник, @default_class, 0.0003312080807518214, 4.0, 4.0
уровень, @default_class, 0.0001656040403759107, 2.0, 2.0
соглашение, @default_class, 0.0007452181889675558, 9.0, 4.0
журналист, @default_class, 0.0010764262406155467, 13.0, 10.0
семейный, @default_class, 0.0004968121065758169, 6.0, 2.0
посещение, @default_class, 0.0001656040403759107, 2.0, 2.0
байкало, @default_class, 8.280202018795535e-05, 1.0, 1.0
обращать, @default_class, 0.0003312080807518214, 4.0, 4.0
микрорайон, @default_class, 0.0003312080807518214, 4.0, 3.0
администрация, @default_class, 0.0004968121065758169, 6.0, 3.0
канал, @default_class, 0.0007452181889675558, 9.0, 3.0
месяц, @default_class, 0.0014076343504711986, 17.0, 13.0
преследование, @default_class, 0.00024840605328790843, 3.0, 2.0
post, @default_class, 0.0001656040403759107, 2.0, 2.0
тесто, @default_class, 8.280202018795535e-05, 1.0, 1.0
служащий, @default_class, 8.280202018795535e-05, 1.0, 1.0
кроме, @default_class, 0.0009108222438953817, 11.0, 11.0
facebook, @default_class, 0.0005796141340397298, 7.0, 6.0
учебный, @default_class, 0.0001656040403759107, 2.0, 1.0
долевой, @default_class, 8.280202018795535e-05, 1.0, 1.0
оканчивать, @default_class, 8.280202018795535e-05, 1.0, 1.0
увезти, @default_class, 0.0001656040403759107, 2.0, 2.0
прокричать, @default_class, 8.280202018795535e-05, 1.0, 1.0
пассажир, @default_class, 8.280202018795535e-05, 1.0, 1.0
квинсленд, @default_class, 8.280202018795535e-05, 1.0, 1.0
создание, @default_class, 0.00041401010821573436, 5.0, 3.0
косумель, @default_class, 8.280202018795535e-05, 1.0, 1.0
август, @default_class, 0.0003312080807518214, 4.0, 4.0
земля, @default_class, 8.280202018795535e-05, 1.0, 1.0
телерадиокомпания, @default_class, 0.00024840605328790843, 3.0, 1.0
четверть, @default_class, 8.280202018795535e-05, 1.0, 1.0
мелководье, @default_class, 8.280202018795535e-05, 1.0, 1.0
конфликт, @default_class, 0.0004968121065758169, 6.0, 4.0
нефть, @default_class, 0.0006624161615036428, 8.0, 3.0
существо, @default_class, 8.280202018795535e-05, 1.0, 1.0
оплачивать, @default_class, 8.280202018795535e-05, 1.0, 1.0
поскольку, @default_class, 0.0004968121065758169, 6.0, 6.0
поспешность, @default_class, 8.280202018795535e-05, 1.0, 1.0
работник, @default_class, 8.280202018795535e-05, 1.0, 1.0
совмещать, @default_class, 8.280202018795535e-05, 1.0, 1.0
сейшельский, @default_class, 8.280202018795535e-05, 1.0, 1.0
обсуждать, @default_class, 0.0001656040403759107, 2.0, 2.0
правота, @default_class, 8.280202018795535e-05, 1.0, 1.0
оттава, @default_class, 0.0001656040403759107, 2.0, 1.0
юмор, @default_class, 8.280202018795535e-05, 1.0, 1.0
продвижение, @default_class, 0.0001656040403759107, 2.0, 1.0
дубков, @default_class, 8.280202018795535e-05, 1.0, 1.0
канадский, @default_class, 0.0001656040403759107, 2.0, 1.0
шокировать, @default_class, 8.280202018795535e-05, 1.0, 1.0
чемпионат, @default_class, 0.00041401010821573436, 5.0, 4.0
оборудовать, @default_class, 8.280202018795535e-05, 1.0, 1.0
жара, @default_class, 0.0001656040403759107, 2.0, 2.0
квадрат, @default_class, 0.00024840605328790843, 3.0, 2.0
свалка, @default_class, 0.00024840605328790843, 3.0, 1.0
media, @default_class, 8.280202018795535e-05, 1.0, 1.0
claire, @default_class, 8.280202018795535e-05, 1.0, 1.0
разбираться, @default_class, 0.0001656040403759107, 2.0, 2.0
раздел, @default_class, 8.280202018795535e-05, 1.0, 1.0
generating, @default_class, 8.280202018795535e-05, 1.0, 1.0
мелкий, @default_class, 8.280202018795535e-05, 1.0, 1.0
следственный, @default_class, 0.0004968121065758169, 6.0, 5.0
прямой, @default_class, 8.280202018795535e-05, 1.0, 1.0
рассказывать, @default_class, 0.0014904363779351115, 18.0, 14.0
buzzfeed, @default_class, 8.280202018795535e-05, 1.0, 1.0
отреагировать, @default_class, 0.0003312080807518214, 4.0, 4.0
oasis, @default_class, 0.0004968121065758169, 6.0, 1.0
информационный, @default_class, 0.00041401010821573436, 5.0, 3.0
триллион, @default_class, 8.280202018795535e-05, 1.0, 1.0
решать, @default_class, 0.0007452181889675558, 9.0, 9.0
уотергейтский, @default_class, 8.280202018795535e-05, 1.0, 1.0
коробка, @default_class, 8.280202018795535e-05, 1.0, 1.0
command, @default_class, 0.0001656040403759107, 2.0, 1.0
появление, @default_class, 8.280202018795535e-05, 1.0, 1.0
politico, @default_class, 8.280202018795535e-05, 1.0, 1.0
нуждаться, @default_class, 8.280202018795535e-05, 1.0, 1.0
заявление, @default_class, 0.0007452181889675558, 9.0, 6.0
египетский, @default_class, 8.280202018795535e-05, 1.0, 1.0
поликлиника, @default_class, 8.280202018795535e-05, 1.0, 1.0
рекламный, @default_class, 8.280202018795535e-05, 1.0, 1.0
министр, @default_class, 0.0013248323230072856, 16.0, 7.0
парламентский, @default_class, 0.0003312080807518214, 4.0, 3.0
количество, @default_class, 0.00024840605328790843, 3.0, 3.0
ответственный, @default_class, 0.00041401010821573436, 5.0, 3.0
радио, @default_class, 8.280202018795535e-05, 1.0, 1.0
повлиять, @default_class, 0.00024840605328790843, 3.0, 2.0
россия, @default_class, 0.005878943484276533, 71.0, 31.0
труп, @default_class, 8.280202018795535e-05, 1.0, 1.0
психологический, @default_class, 8.280202018795535e-05, 1.0, 1.0
королева, @default_class, 0.00024840605328790843, 3.0, 2.0
связь, @default_class, 0.0012420302955433726, 15.0, 13.0
обращаться, @default_class, 0.0005796141340397298, 7.0, 7.0
капитан, @default_class, 0.0004968121065758169, 6.0, 5.0
стиляга, @default_class, 0.00024840605328790843, 3.0, 1.0
бангладеш, @default_class, 8.280202018795535e-05, 1.0, 1.0
вынуждать, @default_class, 0.0005796141340397298, 7.0, 6.0
сделка, @default_class, 0.0009108222438953817, 11.0, 5.0
сторона, @default_class, 0.0012420302955433726, 15.0, 13.0
заморский, @default_class, 8.280202018795535e-05, 1.0, 1.0
никитин, @default_class, 0.00041401010821573436, 5.0, 1.0
лиам, @default_class, 0.00024840605328790843, 3.0, 1.0
вступать, @default_class, 0.00024840605328790843, 3.0, 3.0
перевертывать, @default_class, 8.280202018795535e-05, 1.0, 1.0
стрела, @default_class, 0.0003312080807518214, 4.0, 1.0
олеся, @default_class, 0.0001656040403759107, 2.0, 1.0
слизистый, @default_class, 8.280202018795535e-05, 1.0, 1.0
солнечный, @default_class, 8.280202018795535e-05, 1.0, 1.0
статья, @default_class, 0.0006624161615036428, 8.0, 7.0
недавний, @default_class, 0.0001656040403759107, 2.0, 2.0
условие, @default_class, 0.0006624161615036428, 8.0, 8.0
дружба, @default_class, 8.280202018795535e-05, 1.0, 1.0
частность, @default_class, 0.0008280202164314687, 10.0, 8.0
определять, @default_class, 0.00024840605328790843, 3.0, 3.0
отдых, @default_class, 0.0001656040403759107, 2.0, 2.0
оштрафовать, @default_class, 8.280202018795535e-05, 1.0, 1.0
мариам, @default_class, 0.0001656040403759107, 2.0, 1.0
шейховый, @default_class, 8.280202018795535e-05, 1.0, 1.0
версия, @default_class, 0.0009108222438953817, 11.0, 9.0
соответственно, @default_class, 0.00024840605328790843, 3.0, 2.0
герой, @default_class, 8.280202018795535e-05, 1.0, 1.0
рука, @default_class, 0.00041401010821573436, 5.0, 5.0
выпивать, @default_class, 8.280202018795535e-05, 1.0, 1.0
rambler, @default_class, 8.280202018795535e-05, 1.0, 1.0
западный, @default_class, 0.00041401010821573436, 5.0, 5.0
предусматриваться, @default_class, 0.0001656040403759107, 2.0, 1.0
порезать, @default_class, 8.280202018795535e-05, 1.0, 1.0
иметься, @default_class, 0.00041401010821573436, 5.0, 4.0
ежемесячно, @default_class, 8.280202018795535e-05, 1.0, 1.0
расценивать, @default_class, 8.280202018795535e-05, 1.0, 1.0
бандера, @default_class, 8.280202018795535e-05, 1.0, 1.0
пострадавший, @default_class, 0.00041401010821573436, 5.0, 5.0
аллах, @default_class, 8.280202018795535e-05, 1.0, 1.0
база, @default_class, 0.00024840605328790843, 3.0, 3.0
якобы, @default_class, 0.0008280202164314687, 10.0, 7.0
соображение, @default_class, 8.280202018795535e-05, 1.0, 1.0
компенсация, @default_class, 0.0003312080807518214, 4.0, 3.0
приятель, @default_class, 8.280202018795535e-05, 1.0, 1.0
regnum, @default_class, 8.280202018795535e-05, 1.0, 1.0
мексика, @default_class, 8.280202018795535e-05, 1.0, 1.0
сообщаться, @default_class, 0.0014076343504711986, 17.0, 16.0
помнить, @default_class, 8.280202018795535e-05, 1.0, 1.0
окно, @default_class, 0.0001656040403759107, 2.0, 2.0
недостаток, @default_class, 8.280202018795535e-05, 1.0, 1.0
свидетельствовать, @default_class, 0.00041401010821573436, 5.0, 5.0
телефонный, @default_class, 0.0001656040403759107, 2.0, 2.0
тяжкий, @default_class, 8.280202018795535e-05, 1.0, 1.0
пойти, @default_class, 0.0003312080807518214, 4.0, 4.0
вебер, @default_class, 0.00041401010821573436, 5.0, 1.0
сыграть, @default_class, 0.00041401010821573436, 5.0, 5.0
калмыкия, @default_class, 8.280202018795535e-05, 1.0, 1.0
шарипова, @default_class, 0.0003312080807518214, 4.0, 1.0
иракский, @default_class, 0.00024840605328790843, 3.0, 1.0
татаринов, @default_class, 0.0001656040403759107, 2.0, 1.0
хоккейный, @default_class, 0.0003312080807518214, 4.0, 3.0
неделя, @default_class, 0.0008280202164314687, 10.0, 7.0
burda, @default_class, 8.280202018795535e-05, 1.0, 1.0
снисхождение, @default_class, 0.0001656040403759107, 2.0, 2.0
язык, @default_class, 0.00024840605328790843, 3.0, 3.0
недомогание, @default_class, 0.0001656040403759107, 2.0, 2.0
безопасность, @default_class, 0.0006624161615036428, 8.0, 8.0
больница, @default_class, 0.0007452181889675558, 9.0, 8.0
агрессивный, @default_class, 0.0001656040403759107, 2.0, 2.0
химчистка, @default_class, 8.280202018795535e-05, 1.0, 1.0
знак, @default_class, 8.280202018795535e-05, 1.0, 1.0
вица, @default_class, 0.0007452181889675558, 9.0, 6.0
jakub, @default_class, 8.280202018795535e-05, 1.0, 1.0
среди, @default_class, 0.0004968121065758169, 6.0, 6.0
евро, @default_class, 0.0008280202164314687, 10.0, 8.0
лотти, @default_class, 8.280202018795535e-05, 1.0, 1.0
построить, @default_class, 0.0003312080807518214, 4.0, 3.0
гривна, @default_class, 8.280202018795535e-05, 1.0, 1.0
участие, @default_class, 0.0016560404328629375, 20.0, 12.0
бронная, @default_class, 8.280202018795535e-05, 1.0, 1.0
собутыльник, @default_class, 0.0001656040403759107, 2.0, 2.0
кафе, @default_class, 0.00024840605328790843, 3.0, 1.0
михаил, @default_class, 0.0010764262406155467, 13.0, 7.0
краков, @default_class, 8.280202018795535e-05, 1.0, 1.0
повод, @default_class, 0.0006624161615036428, 8.0, 7.0
музыкант, @default_class, 0.0003312080807518214, 4.0, 2.0
порода, @default_class, 8.280202018795535e-05, 1.0, 1.0
бурш, @default_class, 8.280202018795535e-05, 1.0, 1.0
обжаловать, @default_class, 8.280202018795535e-05, 1.0, 1.0
владимир, @default_class, 0.0011592282680794597, 14.0, 11.0
механизм, @default_class, 8.280202018795535e-05, 1.0, 1.0
хоккей, @default_class, 0.0001656040403759107, 2.0, 2.0
оскорбление, @default_class, 8.280202018795535e-05, 1.0, 1.0
телеэфир, @default_class, 8.280202018795535e-05, 1.0, 1.0
возлюбленный, @default_class, 8.280202018795535e-05, 1.0, 1.0
аудиторский, @default_class, 8.280202018795535e-05, 1.0, 1.0
патруль, @default_class, 8.280202018795535e-05, 1.0, 1.0
апрель, @default_class, 0.0011592282680794597, 14.0, 11.0
подходить, @default_class, 8.280202018795535e-05, 1.0, 1.0
распоряжение, @default_class, 8.280202018795535e-05, 1.0, 1.0
покидать, @default_class, 0.0007452181889675558, 9.0, 8.0
черенок, @default_class, 8.280202018795535e-05, 1.0, 1.0
лодка, @default_class, 0.00024840605328790843, 3.0, 2.0
дерипаска, @default_class, 0.00024840605328790843, 3.0, 1.0
вериться, @default_class, 8.280202018795535e-05, 1.0, 1.0
цена, @default_class, 0.0009108222438953817, 11.0, 6.0
лозунг, @default_class, 8.280202018795535e-05, 1.0, 1.0
семья, @default_class, 0.00041401010821573436, 5.0, 4.0
newsmedia, @default_class, 8.280202018795535e-05, 1.0, 1.0
повестка, @default_class, 0.0001656040403759107, 2.0, 2.0
успевать, @default_class, 0.0001656040403759107, 2.0, 2.0
уведомлять, @default_class, 0.0001656040403759107, 2.0, 2.0
опасно, @default_class, 8.280202018795535e-05, 1.0, 1.0
стихийный, @default_class, 8.280202018795535e-05, 1.0, 1.0
возвращать, @default_class, 0.00041401010821573436, 5.0, 3.0
диапазон, @default_class, 8.280202018795535e-05, 1.0, 1.0
автономия, @default_class, 8.280202018795535e-05, 1.0, 1.0
орандж, @default_class, 8.280202018795535e-05, 1.0, 1.0
порядок, @default_class, 0.0004968121065758169, 6.0, 6.0
liturgy, @default_class, 0.0003312080807518214, 4.0, 1.0
роль, @default_class, 0.00024840605328790843, 3.0, 2.0
аудитор, @default_class, 8.280202018795535e-05, 1.0, 1.0
убивать, @default_class, 0.00041401010821573436, 5.0, 5.0
hydro, @default_class, 8.280202018795535e-05, 1.0, 1.0
восстанавливаться, @default_class, 8.280202018795535e-05, 1.0, 1.0
борт, @default_class, 0.0001656040403759107, 2.0, 2.0
разносторонний, @default_class, 8.280202018795535e-05, 1.0, 1.0
порабощать, @default_class, 8.280202018795535e-05, 1.0, 1.0
акбар, @default_class, 8.280202018795535e-05, 1.0, 1.0
хусит, @default_class, 8.280202018795535e-05, 1.0, 1.0
священник, @default_class, 0.00024840605328790843, 3.0, 1.0
стадион, @default_class, 0.0001656040403759107, 2.0, 2.0
рекомендация, @default_class, 8.280202018795535e-05, 1.0, 1.0
невестка, @default_class, 8.280202018795535e-05, 1.0, 1.0
аудит, @default_class, 8.280202018795535e-05, 1.0, 1.0
христос, @default_class, 8.280202018795535e-05, 1.0, 1.0
вещь, @default_class, 0.0003312080807518214, 4.0, 4.0
вертикальный, @default_class, 8.280202018795535e-05, 1.0, 1.0
коалиция, @default_class, 0.0011592282680794597, 14.0, 1.0
видеозапись, @default_class, 8.280202018795535e-05, 1.0, 1.0
говорить, @default_class, 0.0004968121065758169, 6.0, 5.0
возвращение, @default_class, 0.0003312080807518214, 4.0, 2.0
сочетать, @default_class, 8.280202018795535e-05, 1.0, 1.0
низко, @default_class, 8.280202018795535e-05, 1.0, 1.0
исландия, @default_class, 8.280202018795535e-05, 1.0, 1.0
говориться, @default_class, 0.0011592282680794597, 14.0, 12.0
зарплата, @default_class, 8.280202018795535e-05, 1.0, 1.0
шпионаж, @default_class, 8.280202018795535e-05, 1.0, 1.0
умирать, @default_class, 0.00024840605328790843, 3.0, 3.0
останавливать, @default_class, 0.00024840605328790843, 3.0, 3.0
герман, @default_class, 8.280202018795535e-05, 1.0, 1.0
кризис, @default_class, 0.0001656040403759107, 2.0, 1.0
кондиционер, @default_class, 0.00041401010821573436, 5.0, 1.0
задерживать, @default_class, 0.0009108222438953817, 11.0, 9.0
смерть, @default_class, 0.00041401010821573436, 5.0, 3.0
спрос, @default_class, 8.280202018795535e-05, 1.0, 1.0
отгораживать, @default_class, 8.280202018795535e-05, 1.0, 1.0
зеленский, @default_class, 0.00024840605328790843, 3.0, 1.0
капа, @default_class, 8.280202018795535e-05, 1.0, 1.0
исключительный, @default_class, 8.280202018795535e-05, 1.0, 1.0
катер, @default_class, 8.280202018795535e-05, 1.0, 1.0
лицензия, @default_class, 8.280202018795535e-05, 1.0, 1.0
пища, @default_class, 8.280202018795535e-05, 1.0, 1.0
закупать, @default_class, 0.0001656040403759107, 2.0, 2.0
личный, @default_class, 0.00024840605328790843, 3.0, 3.0
полуостров, @default_class, 8.280202018795535e-05, 1.0, 1.0
бейсбольный, @default_class, 0.0001656040403759107, 2.0, 1.0
никополь, @default_class, 8.280202018795535e-05, 1.0, 1.0
травма, @default_class, 0.0005796141340397298, 7.0, 6.0
walmart, @default_class, 0.0001656040403759107, 2.0, 1.0
известие, @default_class, 8.280202018795535e-05, 1.0, 1.0
транссибирский, @default_class, 8.280202018795535e-05, 1.0, 1.0
оборудование, @default_class, 0.00024840605328790843, 3.0, 2.0
свой, @default_class, 0.006210151594132185, 75.0, 51.0
фонд, @default_class, 0.00041401010821573436, 5.0, 4.0
сжатый, @default_class, 8.280202018795535e-05, 1.0, 1.0
филиппины, @default_class, 8.280202018795535e-05, 1.0, 1.0
офис, @default_class, 0.00024840605328790843, 3.0, 3.0
водитель, @default_class, 0.0001656040403759107, 2.0, 1.0
холдинг, @default_class, 0.0001656040403759107, 2.0, 2.0
прошедший, @default_class, 0.0003312080807518214, 4.0, 4.0
теракт, @default_class, 0.0001656040403759107, 2.0, 2.0
бюджет, @default_class, 0.0007452181889675558, 9.0, 5.0
разночтение, @default_class, 8.280202018795535e-05, 1.0, 1.0
семеро, @default_class, 8.280202018795535e-05, 1.0, 1.0
ветка, @default_class, 8.280202018795535e-05, 1.0, 1.0
совершенный, @default_class, 0.0001656040403759107, 2.0, 2.0
